LoanID,CustomerID,LoanType, LoanAmount ,InterestRate,LoanStartDate,LoanEndDate,,
725,3013,Personal," 56,288.00 ",8.08,14/04/2024,08/07/2025,,
884,3014,Home," 53,131.00 ",10.62,12/03/2021,11/09/2026,,
507,3016,Home," 180,678.00 ",10.62,03/06/2023,29/03/2026,,
388,3017,Education," 242,930.00 ",4.89,06/09/2020,15/10/2025,,
91,3017,Education," 39,314.00 ",9.96,24/06/2021,22/05/2025,,
1483,3019,Car," 41,678.00 ",5.67,29/06/2022,28/02/2028,,
1388,3020,Personal," 278,665.00 ",7.75,28/04/2024,18/07/2029,,
2306,3021,Personal," 467,868.00 ",6.78,04/05/2022,04/12/2027,,
1745,3024,Home," 54,118.00 ",8.39,19/08/2022,26/05/2028,,
2317,3027,Education," 393,763.00 ",2.69,02/11/2022,31/01/2026,,
551,3027,Education," 365,349.00 ",3.08,24/11/2022,18/08/2029,,
415,3027,Car," 257,878.00 ",11.88,20/12/2021,24/10/2027,,
189,3027,Education," 142,698.00 ",6.7,19/11/2021,13/03/2030,,
1571,3027,Education," 117,057.00 ",6.5,30/08/2022,11/08/2029,,
1705,3028,Car," 97,923.00 ",6.78,03/01/2022,19/02/2030,,
2197,3029,Education," 284,946.00 ",9.5,16/04/2021,06/12/2027,,
746,3031,Home," 431,627.00 ",3.24,18/05/2021,10/02/2028,,
348,3031,Personal," 186,385.00 ",9.35,09/07/2021,15/11/2026,,
2018,3032,Personal," 373,312.00 ",5.51,17/11/2021,22/07/2028,,
1161,3033,Personal," 448,016.00 ",8.99,08/01/2022,04/03/2028,,
102,3033,Home," 412,294.00 ",4.56,20/11/2021,02/10/2028,,
2294,3036,Home," 346,613.00 ",4.23,06/03/2022,23/07/2028,,
2435,3041,Home," 90,053.00 ",8.26,18/12/2023,29/03/2026,,
1964,3043,Home," 181,396.00 ",6.24,08/03/2024,06/05/2030,,
1876,3045,Car," 86,806.00 ",6.28,27/08/2020,12/01/2030,,
479,3051,Personal," 362,802.00 ",8.41,13/10/2023,26/01/2030,,
2150,3053,Home," 304,661.00 ",5.28,21/06/2021,27/12/2029,,
2024,3053,Home," 171,248.00 ",8.94,28/01/2023,07/08/2027,,
1168,3055,Home," 265,577.00 ",6.03,01/03/2023,26/07/2028,,
1450,3058,Home," 330,138.00 ",8.68,27/11/2021,04/10/2027,,
903,3058,Personal," 185,111.00 ",4.47,29/05/2020,09/04/2028,,
158,3060,Car," 239,249.00 ",5.19,17/03/2024,28/05/2025,,
873,3061,Car," 374,526.00 ",12.26,26/03/2022,15/06/2027,,
196,3061,Education," 32,378.00 ",6.9,09/08/2022,01/12/2028,,
923,3063,Personal," 487,787.00 ",11.36,15/10/2023,15/09/2028,,
1907,3063,Car," 125,840.00 ",11.98,18/11/2021,27/03/2028,,
780,3065,Personal," 13,722.00 ",12.03,12/03/2021,04/03/2026,,
483,3068,Education," 65,613.00 ",12,08/11/2021,25/11/2026,,
1840,3069,Personal," 186,431.00 ",4.03,01/09/2020,22/07/2026,,
2028,3073,Education," 258,942.00 ",11.78,01/07/2022,16/07/2028,,
2219,3074,Education," 118,462.00 ",3.95,28/10/2021,20/12/2025,,
1683,3075,Education," 300,971.00 ",3,07/12/2021,19/10/2027,,
1554,3076,Home," 169,234.00 ",3.12,20/02/2022,05/11/2025,,
545,3078,Personal," 412,137.00 ",5.98,07/11/2020,02/04/2030,,
2291,3083,Home," 230,325.00 ",3.71,27/10/2022,04/02/2029,,
1081,3083,Personal," 9,332.00 ",5.88,30/04/2022,17/11/2028,,
1461,3085,Car," 351,636.00 ",4.43,18/09/2022,19/12/2027,,
621,3085,Home," 266,453.00 ",11.12,04/04/2024,28/02/2026,,
576,3089,Education," 221,810.00 ",2.76,09/01/2021,28/11/2025,,
2280,3089,Personal," 38,243.00 ",9.68,01/02/2022,04/06/2029,,
428,3090,Home," 408,549.00 ",4.24,17/08/2022,26/03/2026,,
2141,3091,Home," 210,532.00 ",5.49,26/11/2021,19/06/2026,,
1726,3092,Home," 95,731.00 ",5.76,04/10/2021,31/12/2028,,
787,3094,Personal," 324,838.00 ",8.52,17/11/2022,20/04/2029,,
1854,3095,Home," 262,937.00 ",5.41,18/01/2024,27/01/2028,,
2040,3098,Car," 111,208.00 ",10.87,24/01/2022,06/08/2029,,
1377,3100,Education," 152,391.00 ",5.64,10/04/2023,08/11/2029,,
380,3100,Education," 9,799.00 ",8.35,18/10/2022,04/05/2028,,
106,3101,Personal," 259,241.00 ",4.66,16/11/2021,25/05/2027,,
2288,3101,Home," 223,832.00 ",11.88,27/03/2024,19/08/2026,,
1701,3101,Home," 30,984.00 ",8.83,01/05/2023,02/10/2026,,
677,3102,Personal," 395,980.00 ",7.32,27/03/2021,04/07/2028,,
2233,3102,Education," 101,620.00 ",6.93,13/03/2023,08/10/2027,,
569,3104,Car," 303,270.00 ",10.39,28/01/2024,22/07/2027,,
791,3104,Personal," 29,172.00 ",11.73,21/10/2021,10/06/2027,,
20,3105,Home," 449,620.00 ",3.73,21/06/2022,13/03/2026,,
1888,3113,Car," 407,878.00 ",8.82,13/03/2024,17/04/2026,,
2239,3113,Education," 363,512.00 ",8.63,05/03/2021,10/07/2027,,
1343,3117,Home," 455,896.00 ",6.82,18/01/2021,24/07/2028,,
544,3117,Personal," 371,300.00 ",9.96,07/09/2022,10/03/2026,,
1625,3117,Car," 30,263.00 ",6.04,22/02/2024,22/10/2026,,
1852,3122,Personal," 278,319.00 ",6.58,18/02/2024,15/07/2029,,
1860,3124,Car," 304,607.00 ",10,13/09/2023,19/09/2026,,
2403,3125,Personal," 116,257.00 ",10.96,15/01/2023,09/03/2026,,
28,3125,Home," 81,750.00 ",8.34,01/10/2022,28/07/2028,,
1773,3127,Car," 386,110.00 ",4.4,28/05/2021,19/08/2025,,
1061,3127,Car," 266,292.00 ",4,13/12/2022,13/06/2026,,
988,3131,Personal," 276,740.00 ",7.3,26/05/2023,13/08/2028,,
134,3132,Personal," 227,642.00 ",5.81,28/01/2022,21/07/2027,,
1656,3135,Home," 338,629.00 ",3.27,12/07/2021,01/09/2028,,
501,3137,Personal," 371,652.00 ",8.32,22/09/2021,29/05/2029,,
1819,3139,Car," 135,837.00 ",7.58,09/03/2021,22/12/2026,,
1030,3140,Education," 180,908.00 ",8.07,24/09/2020,09/04/2029,,
1917,3140,Education," 94,253.00 ",7.89,01/07/2022,12/12/2025,,
550,3141,Personal," 378,116.00 ",7.96,20/08/2020,25/05/2026,,
1638,3147,Car," 112,993.00 ",2.89,22/10/2023,29/04/2028,,
784,3149,Education," 355,826.00 ",6.78,09/09/2023,06/06/2027,,
858,3155,Education," 495,916.00 ",5.19,29/01/2022,29/09/2026,,
73,3158,Car," 479,635.00 ",10.14,03/03/2022,05/03/2027,,
264,3164,Education," 301,693.00 ",8.04,13/08/2021,06/05/2026,,
2099,3165,Home," 313,042.00 ",4.92,03/01/2024,04/08/2027,,
1718,3170,Personal," 343,727.00 ",12.45,02/02/2022,16/05/2025,,
1835,3170,Car," 149,617.00 ",9.98,07/08/2020,09/08/2028,,
624,3172,Car," 191,297.00 ",10.49,15/04/2022,28/11/2028,,
2383,3173,Personal," 307,110.00 ",2.52,22/04/2022,01/03/2027,,
1460,3173,Home," 137,347.00 ",11.58,13/03/2022,05/09/2028,,
2436,3175,Personal," 159,317.00 ",2.94,08/03/2021,20/08/2027,,
12,3176,Personal," 207,754.00 ",11.44,28/04/2022,29/11/2026,,
2375,3178,Car," 354,997.00 ",9.69,24/12/2023,03/08/2029,,
405,3179,Education," 39,729.00 ",5.57,20/03/2022,09/04/2027,,
696,3182,Personal," 413,444.00 ",6.99,05/06/2020,24/04/2029,,
1314,3186,Car," 153,625.00 ",8.35,15/12/2023,01/05/2028,,
2339,3188,Education," 339,387.00 ",8.06,13/09/2020,25/11/2026,,
409,3188,Home," 254,695.00 ",8.58,14/12/2022,08/08/2029,,
2472,3189,Education," 156,313.00 ",6.75,09/05/2022,30/10/2028,,
926,3190,Education," 325,966.00 ",12.08,08/05/2024,15/09/2025,,
2234,3192,Education," 447,579.00 ",3.32,26/12/2022,18/05/2025,,
1734,3194,Personal," 96,603.00 ",3.94,20/11/2023,24/06/2027,,
1968,3195,Education," 316,507.00 ",5.78,20/05/2023,08/11/2028,,
1783,3199,Home," 215,552.00 ",11.56,28/08/2020,15/03/2027,,
1381,3201,Personal," 409,707.00 ",4.07,02/08/2022,26/06/2025,,
485,3204,Car," 82,442.00 ",3.57,11/01/2022,08/11/2025,,
1239,3208,Education," 125,574.00 ",5.7,14/10/2021,23/01/2026,,
638,3210,Car," 306,342.00 ",8.36,20/11/2020,08/02/2030,,
1767,3212,Education," 281,255.00 ",5.88,03/05/2023,14/06/2027,,
2369,3212,Education," 19,422.00 ",5.92,04/02/2021,23/08/2027,,
915,3213,Personal," 441,333.00 ",4.39,01/11/2023,13/08/2025,,
1302,3215,Personal," 257,583.00 ",8.09,15/05/2021,19/09/2029,,
397,3217,Personal," 216,007.00 ",11.41,22/10/2021,16/08/2025,,
2211,3219,Education," 4,668.00 ",7.64,27/10/2020,16/01/2029,,
1312,3221,Home," 174,688.00 ",6.15,16/09/2022,15/07/2027,,
442,3222,Personal," 177,332.00 ",3.25,01/12/2023,30/08/2025,,
1024,3225,Personal," 152,291.00 ",7.74,07/03/2023,23/09/2025,,
1400,3226,Car," 458,426.00 ",6.63,28/06/2022,05/06/2028,,
1489,3227,Home," 176,832.00 ",11.06,30/07/2022,30/05/2026,,
455,3231,Car," 81,369.00 ",9.85,24/04/2022,13/08/2025,,
1115,3232,Personal," 436,382.00 ",10.63,31/12/2020,25/05/2027,,
369,3233,Personal," 100,443.00 ",5.86,12/02/2022,22/10/2028,,
1396,3234,Home," 495,947.00 ",10.93,29/03/2021,18/11/2028,,
542,3240,Home," 139,357.00 ",7.31,12/05/2020,12/05/2025,,
445,3241,Home," 159,689.00 ",6.81,15/03/2024,09/03/2030,,
2174,3245,Personal," 343,423.00 ",3.37,17/05/2020,22/10/2026,,
70,3245,Education," 263,405.00 ",5.39,26/08/2022,27/12/2027,,
2066,3247,Home," 94,850.00 ",6.48,23/12/2022,24/12/2028,,
623,3248,Personal," 363,061.00 ",5.55,25/10/2022,20/12/2025,,
265,3252,Home," 430,092.00 ",10.11,09/03/2024,01/07/2029,,
86,3252,Personal," 338,421.00 ",8.43,19/05/2022,19/01/2029,,
605,3253,Home," 365,279.00 ",7.07,21/03/2022,10/04/2026,,
2022,3255,Education," 497,435.00 ",7.4,18/03/2024,17/02/2029,,
1316,3258,Education," 415,045.00 ",3.99,01/11/2022,14/11/2026,,
253,3258,Personal," 48,974.00 ",9.24,28/04/2024,26/10/2028,,
495,3260,Car," 69,050.00 ",5.84,17/07/2022,19/01/2029,,
808,3263,Car," 116,020.00 ",5.09,07/05/2023,11/04/2026,,
1618,3267,Personal," 382,919.00 ",9.4,01/10/2021,22/02/2029,,
859,3269,Car," 126,763.00 ",10.78,11/01/2024,26/09/2026,,
577,3271,Personal," 210,363.00 ",12.08,08/12/2023,16/06/2028,,
2225,3271,Home," 150,375.00 ",8.51,11/01/2022,02/10/2028,,
375,3271,Personal," 37,684.00 ",8.6,07/07/2022,01/07/2029,,
670,3273,Home," 369,706.00 ",8.91,29/08/2021,05/10/2028,,
1553,3273,Home," 205,815.00 ",6.02,17/10/2022,04/01/2030,,
901,3273,Personal," 205,799.00 ",4.16,14/05/2021,25/04/2026,,
2409,3276,Home," 416,821.00 ",6.77,09/02/2024,25/10/2025,,
2385,3277,Education," 225,986.00 ",5.12,30/01/2021,28/06/2029,,
398,3279,Education," 407,418.00 ",8.41,13/06/2022,11/08/2029,,
1253,3284,Personal," 324,923.00 ",6.25,23/05/2022,21/02/2029,,
286,3288,Education," 421,129.00 ",3.19,05/05/2024,24/11/2029,,
1988,3288,Home," 109,238.00 ",8.64,18/03/2024,16/03/2028,,
1350,3288,Personal," 41,577.00 ",11.69,03/06/2022,27/08/2025,,
1975,3291,Car," 146,640.00 ",7.05,10/07/2023,24/01/2026,,
1568,3292,Education," 10,396.00 ",4.36,29/01/2021,13/04/2026,,
968,3295,Car," 444,637.00 ",5.39,05/04/2023,21/02/2030,,
275,3296,Home," 281,084.00 ",12.31,28/02/2022,02/12/2028,,
1070,3299,Education," 127,106.00 ",5.01,24/07/2022,22/04/2026,,
1512,3300,Personal," 351,119.00 ",5,08/10/2023,22/08/2029,,
1846,3302,Car," 491,485.00 ",10.69,04/06/2021,07/06/2028,,
788,3305,Personal," 201,282.00 ",6.13,13/03/2022,11/02/2030,,
156,3307,Personal," 73,583.00 ",4.94,26/05/2021,06/02/2027,,
21,3307,Home," 64,208.00 ",5.36,24/01/2021,19/01/2030,,
661,3312,Home," 209,055.00 ",4.09,01/02/2022,14/07/2029,,
1441,3317,Car," 83,127.00 ",4.86,25/10/2021,19/06/2028,,
2500,3318,Home," 440,768.00 ",9.9,23/10/2022,01/04/2029,,
1062,3324,Personal," 227,121.00 ",8.54,10/03/2024,31/01/2028,,
32,3326,Education," 22,372.00 ",5.87,10/11/2020,05/10/2027,,
394,3328,Personal," 75,635.00 ",8.32,15/05/2021,23/01/2028,,
1296,3329,Car," 236,010.00 ",4.76,21/12/2022,02/10/2027,,
426,3334,Car," 155,359.00 ",10.58,10/04/2022,28/08/2026,,
1891,3339,Car," 347,935.00 ",5.65,11/11/2020,19/09/2025,,
243,3341,Education," 78,530.00 ",7.73,13/11/2020,19/06/2028,,
273,3342,Home," 225,878.00 ",9.58,02/06/2022,28/10/2025,,
2144,3343,Education," 226,779.00 ",12.23,05/04/2023,04/05/2030,,
39,3343,Home," 85,472.00 ",9.32,19/09/2023,29/06/2027,,
444,3351,Education," 218,495.00 ",6.94,09/07/2022,22/12/2026,,
2139,3357,Car," 418,157.00 ",7.08,10/12/2020,13/05/2026,,
1344,3357,Personal," 411,833.00 ",10.83,22/05/2023,22/11/2029,,
1667,3357,Car," 305,757.00 ",9.94,01/03/2023,18/03/2026,,
1560,3359,Personal," 258,436.00 ",2.9,24/01/2021,06/01/2030,,
1519,3359,Car," 93,282.00 ",12.11,29/10/2023,11/10/2025,,
1913,3364,Education," 167,207.00 ",11.19,13/06/2022,15/07/2027,,
839,3364,Home," 163,550.00 ",3.98,01/10/2023,15/05/2027,,
2451,3365,Education," 282,302.00 ",2.87,17/02/2021,03/10/2025,,
1495,3365,Home," 108,325.00 ",11.53,07/03/2024,20/04/2027,,
654,3368,Home," 304,718.00 ",11.99,11/03/2021,05/02/2030,,
1090,3368,Personal," 60,641.00 ",4.89,15/11/2020,15/11/2026,,
2227,3372,Education," 316,829.00 ",7.98,26/01/2023,23/04/2026,,
441,3374,Home," 447,202.00 ",12.15,07/06/2022,18/01/2026,,
1297,3376,Education," 303,184.00 ",7.36,16/05/2022,27/04/2029,,
2464,3379,Personal," 42,743.00 ",2.68,17/04/2022,01/09/2029,,
622,3379,Education," 41,232.00 ",9.78,08/06/2023,23/06/2027,,
1313,3385,Personal," 344,732.00 ",10.93,21/02/2022,15/07/2029,,
1848,3386,Education," 431,724.00 ",4.45,10/09/2020,30/04/2027,,
1920,3388,Car," 482,108.00 ",9.55,15/05/2023,24/06/2029,,
930,3388,Personal," 328,805.00 ",4.94,12/07/2022,13/08/2029,,
1498,3389,Car," 240,032.00 ",5.52,01/06/2023,01/08/2025,,
24,3391,Education," 342,845.00 ",4.44,14/09/2021,29/06/2025,,
1602,3391,Personal," 188,174.00 ",8.62,11/09/2022,01/09/2026,,
1462,3395,Education," 33,912.00 ",12,18/08/2022,27/01/2028,,
104,3397,Personal," 363,429.00 ",8.2,09/11/2023,10/05/2029,,
2033,3398,Personal," 123,324.00 ",9.01,15/10/2020,01/02/2026,,
1961,3401,Education," 333,096.00 ",4.44,15/11/2023,10/01/2029,,
1047,3401,Car," 247,164.00 ",2.72,25/04/2024,13/12/2028,,
588,3402,Personal," 162,653.00 ",4.04,06/09/2021,28/11/2025,,
2158,3402,Home," 9,098.00 ",3.41,08/02/2022,18/06/2027,,
1317,3404,Car," 138,022.00 ",7.33,21/02/2024,06/10/2029,,
702,3404,Education," 72,359.00 ",4.9,15/10/2022,31/05/2026,,
844,3407,Car," 61,053.00 ",9.56,25/04/2023,07/05/2028,,
1843,3408,Personal," 436,340.00 ",3.82,26/10/2020,22/08/2025,,
2082,3408,Car," 334,738.00 ",12.13,16/06/2023,04/10/2026,,
2199,3412,Education," 64,475.00 ",8.76,10/12/2022,30/07/2025,,
63,3415,Home," 323,842.00 ",9.77,14/01/2023,25/07/2029,,
357,3417,Car," 134,438.00 ",9.31,20/10/2020,12/12/2029,,
1383,3417,Education," 27,875.00 ",5.77,08/11/2020,13/08/2029,,
2132,3420,Home," 156,782.00 ",9.2,24/09/2022,13/09/2027,,
2322,3426,Home," 63,061.00 ",3.8,02/06/2021,21/09/2028,,
1541,3427,Car," 496,671.00 ",8.52,25/02/2023,17/11/2026,,
656,3427,Personal," 195,792.00 ",7.12,20/09/2023,06/12/2026,,
75,3429,Home," 324,790.00 ",9.4,08/04/2022,05/03/2029,,
513,3430,Personal," 97,363.00 ",10.48,22/01/2023,06/08/2025,,
2177,3434,Home," 67,160.00 ",4.82,23/03/2021,23/05/2027,,
193,3435,Car," 270,298.00 ",11.06,01/10/2021,27/07/2027,,
1998,3435,Car," 137,864.00 ",6.03,01/02/2023,24/05/2025,,
1349,3438,Personal," 398,636.00 ",6.68,26/05/2020,29/03/2030,,
2449,3439,Home," 258,261.00 ",6.42,24/07/2021,14/08/2026,,
1515,3439,Personal," 4,809.00 ",5.62,07/03/2023,20/03/2028,,
2052,3444,Car," 269,798.00 ",3.8,23/09/2020,06/12/2028,,
80,3444,Education," 88,224.00 ",8.37,10/07/2020,28/03/2030,,
616,3450,Car," 444,187.00 ",9.95,14/02/2021,06/02/2026,,
1011,3451,Personal," 88,431.00 ",4.92,12/04/2021,04/03/2029,,
288,3453,Education," 237,078.00 ",9.6,08/05/2024,22/08/2028,,
1180,3456,Personal," 248,107.00 ",10.01,25/03/2024,04/11/2027,,
307,3459,Education," 450,876.00 ",2.57,03/11/2023,29/09/2025,,
1614,3460,Car," 383,813.00 ",9.45,23/02/2024,27/02/2029,,
724,3463,Car," 261,544.00 ",5.36,23/07/2021,22/03/2026,,
863,3467,Personal," 474,704.00 ",11.23,20/02/2021,31/07/2025,,
2282,3467,Education," 117,841.00 ",6.84,19/08/2023,13/04/2028,,
131,3469,Car," 27,884.00 ",10.15,22/07/2022,19/12/2026,,
1301,3470,Car," 75,601.00 ",5.94,09/08/2022,18/11/2029,,
313,3474,Home," 428,637.00 ",4.17,29/06/2022,11/06/2028,,
769,3475,Home," 232,480.00 ",8.33,20/06/2022,03/09/2029,,
1952,3475,Education," 144,636.00 ",6.6,30/03/2023,29/01/2029,,
538,3477,Personal," 197,045.00 ",11.11,12/11/2022,03/07/2026,,
539,3479,Car," 415,427.00 ",7.43,04/05/2021,11/05/2027,,
2293,3479,Personal," 94,534.00 ",8.58,24/05/2020,02/03/2030,,
349,3481,Car," 18,657.00 ",4.44,31/03/2023,16/10/2028,,
1045,3484,Car," 281,653.00 ",4.86,28/10/2021,10/08/2027,,
387,3484,Education," 276,289.00 ",12.3,12/02/2022,03/07/2025,,
827,3488,Personal," 67,174.00 ",8.01,06/01/2024,31/08/2027,,
1922,3489,Education," 410,197.00 ",9.2,20/12/2023,14/04/2026,,
1862,3492,Home," 466,827.00 ",5.31,12/07/2022,20/09/2027,,
1321,3493,Education," 449,367.00 ",4.89,25/07/2021,22/08/2028,,
687,3493,Personal," 441,610.00 ",12.05,23/08/2023,08/12/2028,,
761,3494,Personal," 291,542.00 ",9.8,12/06/2021,13/06/2028,,
1031,3495,Education," 78,463.00 ",8.23,03/03/2024,11/06/2029,,
763,3500,Home," 266,892.00 ",10.12,31/03/2021,16/08/2025,,
1299,3507,Home," 295,654.00 ",10.68,12/06/2021,10/10/2029,,
1921,3512,Car," 246,322.00 ",7.26,31/03/2021,19/01/2028,,
819,3513,Personal," 417,358.00 ",11.17,22/09/2021,05/04/2030,,
1697,3513,Home," 357,426.00 ",5.64,26/12/2022,22/04/2030,,
521,3513,Home," 214,098.00 ",3.57,21/11/2021,09/01/2026,,
2275,3514,Car," 213,848.00 ",12.06,11/07/2020,31/10/2026,,
1285,3515,Car," 47,990.00 ",3,11/03/2023,08/06/2027,,
578,3519,Car," 183,098.00 ",9.41,27/07/2021,10/10/2028,,
1501,3533,Car," 224,315.00 ",6.69,04/10/2023,10/07/2028,,
899,3535,Car," 372,345.00 ",6.61,05/03/2023,09/07/2027,,
25,3535,Education," 3,444.00 ",9.01,09/09/2020,21/05/2029,,
2416,3537,Car," 161,770.00 ",6,15/05/2022,12/01/2026,,
432,3538,Car," 140,998.00 ",8.21,14/04/2024,07/04/2029,,
438,3541,Home," 342,288.00 ",3.8,12/03/2023,10/09/2025,,
986,3542,Home," 444,911.00 ",5.28,29/04/2023,22/02/2028,,
2353,3546,Car," 362,156.00 ",2.9,15/02/2022,06/02/2029,,
350,3546,Personal," 218,648.00 ",5.03,04/09/2022,27/07/2027,,
1695,3549,Home," 316,062.00 ",7.83,23/06/2023,11/03/2027,,
805,3552,Car," 36,007.00 ",12,27/10/2023,11/07/2025,,
1789,3556,Car," 391,393.00 ",12.44,15/01/2022,21/03/2029,,
1612,3556,Personal," 71,919.00 ",10.51,21/01/2022,13/03/2027,,
1304,3560,Personal," 271,076.00 ",3.05,03/10/2020,12/08/2026,,
1918,3560,Car," 201,591.00 ",8.63,07/09/2023,26/03/2029,,
1714,3562,Car," 72,844.00 ",8.84,13/03/2024,03/01/2030,,
519,3566,Education," 5,736.00 ",6.3,30/08/2023,29/04/2027,,
1525,3569,Personal," 216,634.00 ",5.74,05/04/2024,04/02/2028,,
1808,3576,Personal," 244,212.00 ",5.14,04/01/2023,02/08/2025,,
737,3577,Personal," 442,597.00 ",8.69,25/01/2024,21/04/2029,,
1393,3578,Home," 311,305.00 ",10.34,11/10/2022,02/02/2028,,
2062,3579,Personal," 232,681.00 ",11.55,24/12/2020,12/08/2028,,
2019,3580,Personal," 303,477.00 ",11.87,27/08/2022,28/01/2026,,
90,3581,Home," 393,916.00 ",11.27,08/05/2022,25/03/2027,,
276,3582,Personal," 149,416.00 ",9.34,18/04/2022,27/08/2026,,
123,3582,Education," 40,240.00 ",6.03,14/07/2021,05/05/2028,,
346,3583,Personal," 478,971.00 ",10.77,03/04/2022,04/02/2030,,
194,3586,Personal," 50,796.00 ",7.75,05/09/2022,15/09/2025,,
940,3587,Home," 231,913.00 ",9.6,09/06/2021,03/02/2028,,
1,3588,Car," 372,048.00 ",4.38,21/05/2020,11/06/2029,,
2231,3588,Personal," 155,962.00 ",7.51,25/07/2020,26/01/2030,,
2242,3591,Education," 106,477.00 ",6,26/11/2020,26/09/2026,,
1974,3595,Education," 493,959.00 ",11.61,19/06/2020,26/07/2028,,
1439,3597,Personal," 384,272.00 ",8.74,14/03/2022,11/10/2027,,
378,3600,Home," 473,759.00 ",11.36,24/02/2022,07/12/2029,,
330,3601,Car," 101,842.00 ",2.84,23/02/2024,01/11/2025,,
1811,3602,Car," 472,846.00 ",11.81,05/08/2023,09/12/2029,,
468,3603,Education," 69,736.00 ",9.68,15/12/2020,16/02/2027,,
2389,3610,Car," 39,003.00 ",9.71,15/04/2021,27/07/2025,,
1443,3611,Personal," 148,722.00 ",7.94,28/09/2022,28/10/2029,,
43,3617,Car," 85,641.00 ",4.39,11/10/2020,05/06/2026,,
793,3625,Home," 142,393.00 ",4.02,13/05/2023,01/02/2028,,
1118,3626,Car," 304,139.00 ",5.54,26/01/2023,11/07/2028,,
1732,3629,Home," 46,817.00 ",7.24,31/08/2020,19/04/2027,,
2001,3629,Home," 14,305.00 ",10.09,07/05/2022,24/09/2025,,
371,3630,Car," 103,569.00 ",7.05,30/07/2021,22/09/2027,,
2331,3641,Home," 463,553.00 ",11.39,20/03/2022,20/06/2027,,
2161,3642,Car," 308,658.00 ",2.64,23/06/2022,10/11/2028,,
324,3645,Car," 453,242.00 ",3.29,19/07/2020,16/12/2028,,
2471,3646,Car," 413,193.00 ",5.91,17/02/2024,03/12/2029,,
673,3647,Car," 388,054.00 ",9.72,08/07/2022,22/12/2025,,
648,3648,Education," 37,676.00 ",4.8,10/05/2023,30/03/2028,,
1513,3649,Education," 49,221.00 ",8.17,28/04/2022,31/03/2028,,
222,3653,Home," 469,672.00 ",8.63,01/04/2022,14/11/2026,,
715,3653,Car," 427,769.00 ",3.4,18/04/2021,09/05/2027,,
1899,3655,Personal," 182,563.00 ",6.66,24/01/2023,27/11/2026,,
76,3655,Personal," 68,473.00 ",7.59,14/03/2022,08/12/2029,,
905,3656,Car," 329,820.00 ",6,24/06/2020,27/08/2026,,
1796,3657,Education," 452,390.00 ",7.03,09/01/2022,07/02/2029,,
846,3657,Personal," 314,028.00 ",9.43,13/01/2023,26/10/2026,,
1341,3667,Car," 495,574.00 ",11.64,04/08/2020,01/03/2027,,
1844,3667,Personal," 187,017.00 ",6.67,02/09/2023,09/12/2029,,
1183,3668,Home," 433,145.00 ",3.91,13/08/2021,26/01/2026,,
491,3668,Education," 370,795.00 ",7.14,10/02/2022,31/12/2028,,
1655,3668,Education," 341,370.00 ",6.11,11/05/2021,05/08/2027,,
1930,3668,Education," 338,620.00 ",5.16,06/02/2021,02/02/2029,,
48,3669,Car," 148,844.00 ",5.43,09/06/2020,22/08/2028,,
2326,3672,Home," 333,613.00 ",7.29,18/12/2021,22/10/2026,,
1540,3673,Home," 475,571.00 ",7.13,11/06/2021,04/12/2029,,
1222,3674,Car," 64,253.00 ",11.88,14/02/2024,29/01/2026,,
1669,3675,Car," 468,994.00 ",9.75,25/11/2023,23/11/2026,,
667,3679,Home," 206,911.00 ",12.32,14/09/2021,21/07/2029,,
1479,3680,Education," 396,921.00 ",3.28,14/04/2024,05/04/2027,,
2289,3680,Car," 335,532.00 ",4.29,23/11/2021,07/07/2029,,
2318,3680,Car," 133,866.00 ",4.85,26/02/2024,18/07/2026,,
1721,3681,Car," 139,421.00 ",3.09,07/06/2022,08/04/2027,,
2131,3681,Education," 15,983.00 ",8.21,15/11/2022,24/09/2029,,
2329,3686,Education," 441,272.00 ",5.98,26/11/2020,13/07/2025,,
1132,3686,Car," 241,711.00 ",9.71,13/11/2022,10/11/2027,,
180,3687,Education," 288,299.00 ",6.83,13/08/2021,13/01/2026,,
2259,3688,Personal," 360,979.00 ",11.3,19/04/2024,19/12/2029,,
2270,3692,Education," 172,265.00 ",7.67,22/02/2024,27/12/2029,,
1146,3693,Personal," 204,595.00 ",7.69,04/04/2022,28/10/2025,,
1346,3699,Car," 343,672.00 ",6.19,05/07/2023,22/10/2029,,
672,3699,Personal," 76,243.00 ",9.41,07/06/2022,07/01/2026,,
794,3699,Education," 48,215.00 ",8.27,04/02/2021,26/04/2026,,
1149,3700,Car," 211,341.00 ",5.11,15/02/2022,11/02/2028,,
2312,3700,Home," 110,625.00 ",9.82,15/10/2022,22/05/2028,,
1338,3707,Education," 7,471.00 ",6.4,11/09/2021,24/05/2026,,
731,3708,Home," 361,056.00 ",10.15,07/04/2021,04/04/2027,,
2325,3710,Car," 18,997.00 ",5.1,13/01/2021,25/11/2026,,
1141,3710,Personal," 8,553.00 ",6.53,12/05/2020,05/06/2027,,
1493,3711,Home," 247,542.00 ",9.56,31/12/2022,25/04/2027,,
594,3714,Car," 437,862.00 ",7.41,09/08/2023,17/09/2025,,
872,3715,Car," 369,089.00 ",9.59,05/10/2020,22/02/2028,,
680,3717,Home," 385,333.00 ",7.71,02/12/2021,28/10/2025,,
2143,3718,Education," 288,780.00 ",11.76,04/04/2024,02/05/2029,,
721,3720,Car," 2,097.00 ",12.01,18/11/2020,01/02/2029,,
